rainfall_mm,river_level_m,soil_moisture_percent,temperature_c,humidity_percent,elevation_m,drainage_capacity_index,flood_risk
69.86856612044932,1.991488381572756,41.43010539025556,18.56576783541071,66.96572495333636,551.2620586240946,8.486817533414454,0
44.46942795315262,1.9559030699393751,48.89001073892694,19.6734409625969,65.66647185071334,503.67662918946246,8.934793796628412,0
75.90754152402769,0.5,43.05237877909714,20.642948785875816,41.269603083890175,370.65348007479065,4.899253813954073,0
110.92119425632102,2.1038917699582753,57.20836093892239,29.4686146164618,71.59168443527477,499.2420017456638,4.372192186542052,0
40.63386501106656,3.379394898186094,78.94357062923825,12.527826915132565,30.19834648846764,647.2524876478831,6.5142905231706845,0
40.63452172203278,0.9709214571078459,39.57915685717591,11.536530084873402,46.91631348479343,462.1513613063481,1.5217700145212172,0
113.16851262029566,3.7581791812607106,75.01640995536829,32.36619742142975,20.018243742043843,625.9302890690822,7.221908445108374,0
80.69738916611635,3.085329785301206,39.36655855306225,15.373552581187017,91.1725303392563,248.99936647308584,8.040588448395223,1
31.221024562601915,1.6189200136347546,38.04745575006231,7.369646464229337,55.36901012109409,318.83190465628854,4.576977345314544,1
71.70240174343859,2.330164435194583,71.37189236686427,15.1487005790013,100.0,279.7038490178074,2.5715426500665677,0
31.46329228750151,4.4179861691692395,73.43872756015233,16.699472647559993,76.0589985303899,330.4605884622781,1.2593653762677715,0
31.370809857189727,3.380257376207039,72.02819873525308,35.54962727725765,68.96196426702049,886.1543140118274,6.735210395383899,0
59.67849086264137,2.5105403858777775,28.684051835637177,29.248262123767372,48.27544611438002,717.811637933108,3.420940659714188,0
0.0,2.214780019646819,45.68098043855898,31.475206166322423,39.0729992862516,176.92306439469633,5.175006284091558,0
0.0,2.5919308845419917,71.45977184006642,28.19973642346786,70.4594314779389,631.2494889225366,4.477199694917777,0
27.50849883036109,1.885883730469236,55.83083681127789,29.462436716153142,58.569719814540356,382.825306205429,2.573963163527164,0
9.48675518662305,0.5,33.526143076050715,13.119178734196819,33.21459369029398,295.2846243585303,5.575318016146337,0
62.56989330381096,4.950613492641677,64.16635878250884,18.013978446465156,29.66283166983363,54.27816028324793,5.136341704666641,0
13.679036979151562,2.6863899990392817,40.70385482017059,10.100846869764512,40.825925417128325,791.5756081460734,6.61732860582849,0
0.0,2.9777767181470445,90.89049696784424,17.895119694629667,96.4193445053246,90.84105509985847,3.266964950768081,0
108.62595075686215,2.4305107001477095,85.89682924836517,26.84104990934741,100.0,484.4110465970377,2.931751718680652,1
40.96894798053857,1.6178598391304946,67.08194852711135,21.34583284812247,64.0997829461782,216.10662628253937,8.32910553780825,0
52.70112818751696,2.276890622861475,82.22013409539548,33.114808189602954,62.978855924825766,732.7531841209774,7.3197302046763735,0
0.0,0.5807262853668267,56.295827002467625,8.585842077727808,53.27359256340958,399.69445210581483,7.94985806522407,1
28.224691018992694,5.2325037976639655,70.30874988750031,25.002383506982397,41.310293033809955,459.6612033438966,2.109608305795253,0
54.43690358839464,1.0185856018931247,84.5544059060415,7.516971981306819,87.50358115214487,469.7797211209902,3.016356789943159,1
3.96025690310789,1.2616404593833848,59.90997363588625,20.941764691736424,97.47152787794272,590.7711004807351,6.179783645832758,0
65.02792073382687,1.9716889547363197,49.896256569714325,27.403334225564787,42.131618283214294,503.90142919499283,8.714812121856173,0
25.974452403247803,4.045690869822853,20.907560836457684,17.85497433175781,58.34323243150797,487.0180433116651,9.029031788516232,0
38.33225000826893,2.517410799115185,53.33732948557012,25.511266040869558,51.00267398579664,344.4794074235666,8.487189660294346,0
25.931735510824122,1.0166370447634452,71.46846369124623,10.40267665167066,51.59521850270046,50.0,1.3905815147598464,1
124.0911273803575,4.0052060329088075,73.9126685513526,3.3631002180361698,83.71816510859725,164.43471213744334,8.387912661901536,1
49.46011101048264,3.3772007521425778,65.08730131436819,25.57029622487803,33.76076909267756,715.5439216041937,9.091820597689736,0
7.691562841763982,3.1461219486597427,44.174018100755205,37.44010234075733,69.32939381872612,408.2541610021107,1.5107418113738684,0
82.90179648412756,3.3588810894050085,15.46356862104819,10.03955059830108,74.56476214611732,300.79706668325605,4.7465280439928925,0
1.1662540011591105,5.3732342806989415,45.0956980399053,32.221941801067956,57.156976527963614,78.28155667458651,5.829492909670315,0
58.354543800190214,5.122113874043334,48.91310257892097,20.43423408816411,77.86135653973545,50.0,3.0947533559514966,1
0.0,1.6759415883960456,48.741420656199715,6.64308478306924,62.953036810749005,289.0379359615405,5.650170904333995,0
0.0,4.448661991373383,67.3711271395585,8.684946986478375,84.34259842312224,766.4158562135772,8.973602091649582,0
57.87444943476494,2.95980182771068,94.7135282202968,20.157847733606502,29.555893901482918,332.87894191330446,8.80248255711188,1
79.53866319981643,3.0989149793652992,57.47058403682186,15.955377120758964,53.024494779862614,620.1456575724343,9.458535531317327,0
56.85473124759882,0.5,50.66536421687077,6.870870232417609,58.563737142979306,319.08205118061267,5.356988185550878,0
45.37406870447038,2.2955370815341647,49.81556373991815,3.05960718774595,20.0,691.6600088086547,4.695102507645281,0
37.95585217642845,1.524611691596122,57.48769533815428,11.53280672073494,38.280945328429304,394.4747594573993,6.99209037129118,0
0.0,3.493670577871971,38.43412479303202,21.93809008331118,43.72801491282428,130.43472633485112,4.750845198409307,0
21.206231664211654,3.785296600483366,57.403971174921104,19.93599247396862,78.964119896467,419.31407963016693,1.3775013640077198,0
31.5744491616085,0.5,64.016246726636,14.987620424999218,45.86313307370799,1050.200125484122,7.479293069534095,0
92.28488904875663,2.4735581631948755,59.193721271489764,22.018871942914828,43.638420253880454,1036.9652946652564,3.528855471545414,1
63.74473158273845,3.8462338057531023,64.15083868009563,30.400267198626878,76.34971561312383,645.9599908338093,1.4417678104047145,0
0.0,2.275985245223866,63.67495218697071,23.94126510434148,27.64178708419891,458.88235537588923,1.1855896887421373,1
62.963358775791804,3.374876374002837,19.562066355071124,18.786913286104195,20.0,591.170540628525,9.382251417195864,0
34.59670878334734,2.921398561152501,67.73740316790807,29.28072006660689,52.76815399861307,595.0557016199868,3.26868407779752,0
22.923119987761652,2.9099922783431516,41.579703086750925,10.40149697783705,31.045864638432896,488.03397428986955,5.031092732707572,0
74.46705155363472,2.174422026318043,33.08321673992084,17.750804604446483,31.80641410680702,632.2832059767851,9.5551880760897,0
